-DOCSTART- -X- O O
,	O
analgésica	B-ACTION
(	O
atua	O
na	O
dor	O
)	O
e	O
antitérmica	B-ACTION
(	O
atua	O
na	O
febre	O
)	O
.	O


-DOCSTART- -X- O O
miorrelax	B-DRUG
composição	O
cada	O
comprimido	O
contém	O
:	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
300	O
mg	O
citrato	B-INGREDIENT
de	I-INGREDIENT
orfenadrina	I-INGREDIENT
(	O
equivalente	O
a	O
20,4	O
mg	O
de	O
orf	O
enadrina	O
)	O
35	O
mg	O
cafeína	B-INGREDIENT
50	O
mg	O


-DOCSTART- -X- O O
miorrelax	B-DRUG
é	O
indicado	O
no	O
alívio	O
da	O
dor	B-DRUG
associada	O
a	O
contraturas	O
musculares	O
,	O
incluindo	O
dor	B-DRUG
de	I-DRUG
cabeça	I-DRUG
tensional	O


-DOCSTART- -X- O O
miorrelax	B-DRUG
possui	O
ação	O
analgésica	B-ACTION
e	O
relaxante	B-ACTION
muscular	I-ACTION
.	O
o	O
início	O
da	O
ação	O
ocorre	O
a	O
partir	O
de	O
30	O
minutos	O
.	O


-DOCSTART- -X- O O
neosaldina	B-DRUG
composição	O
cada	O
comprimido	O
revestido	O
contém	O
:	O
dipirona	B-INGREDIENT
300	O
mg	O
mucato	B-INGREDIENT
de	I-INGREDIENT
isometepteno	I-INGREDIENT
30	O
mg	O
cafeína	B-INGREDIENT
anidra	O
30	O
mg	O
-DOCSTART- -X- O O
neosaldina	B-DRUG
é	O
um	O
medicamento	O
com	O
atividade	O
analgésica	B-ACTION
(	O
diminui	O
a	O
dor	B-USE
)	O
e	O
antiespasmódica	B-ACTION
(	O
diminui	O
contração	O
involuntária	O
)	O
indicado	O
para	O
o	O
tratamento	O
de	O
diversos	O
tipos	O
de	O
dor	B-USE
de	I-USE
cabeça	I-USE
,	O
incluindo	O
enxaquecas	O
ou	O
para	O
o	O
tratamento	O
de	O
cólicas	B-USE
.	O


-DOCSTART- -X- O O
Neosaldina	B-DRUG
funciona	O
pela	O
ação	O
da	O
dipirona	B-INGREDIENT
,	O
mucato	B-INGREDIENT
de	I-INGREDIENT
isometepteno	I-INGREDIENT
e	O
da	O
cafeína	B-INGREDIENT
.	O
A	O
dipirona	B-INGREDIENT
atua	O
na	O
redução	O
da	O
sensibilidade	O
para	O
a	O
dor	B-USE
.	O
O	O
mucato	B-INGREDIENT
de	I-INGREDIENT
isometepteno	I-INGREDIENT
atua	O
tanto	O
na	O
redução	O
da	O
dilatação	O
dos	O
vasos	O
sanguíneos	O
cerebrais	O
(	O
diminui	O
o	O
calibre	O
dos	O
vasos	O
sanguíneos	O
da	O
cabeça	O
)	O
contribuindo	O
para	O
a	O
redução	O
da	O
dor	O
,	O
quanto	O
na	O
potencialização	O
do	O
efeito	O
analgésico	B-ACTION
e	O
antiespasmódico	B-ACTION
.	O
A	O
cafeína	B-INGREDIENT
é	O
um	O
estimulante	B-ACTION
do	O
Sistema	O
Nervoso	O
Central	O
(	O
atua	O
na	O
cabeça	O
)	O
e	O
apresenta	O
uma	O
ação	O
vasoconstritora	O
(	O
diminui	O
o	O
calibre	O
dos	O
vasos	O
sanguíneos	O
)	O
sobre	O
as	O
artérias	O
cranianas	O
(	O
artérias	O
na	O
cabeça	O
)	O
,	O
sendo	O
útil	O
no	O
tratamento	O
das	O
dores	B-USE
de	I-USE
cabeça	I-USE
,	O
especialmente	O
das	O
enxaquecas	O
.	O


-DOCSTART- -X- O O
novalgina	B-DRUG
cada	O
comprimido	O
efervescente	O
contém	O
1000	O
mg	O
de	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
-DOCSTART- -X- O O
novalgina	B-DRUG
este	O
medicamento	O
é	O
indicado	O
como	O
analgésico	B-ACTION
(	O
para	O
dor	B-USE
)	O
e	O
antitérmico	B-ACTION
(	O
para	O
febre	B-USE
)	O
.	O
-DOCSTART- -X- O O
novalgina	B-DRUG
é	O
um	O
medicamento	O
à	O
base	O
de	O
dipirona	B-INGREDIENT
,	O
utilizado	O
no	O
tratamento	O
da	O
dor	B-USE
e	O
febre	B-USE
.	O
tempo	O
médio	O
de	O
início	O
de	O
ação	O
:	O
30	O
a	O
60	O
minutos	O
após	O
a	O
administração	O
e	O
geralmente	O
duram	O
aproximadamente	O
4	O
horas	O
.	O


-DOCSTART- -X- O O
lisador	B-DRUG
cada	O
comprimido	O
contém	O
:	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
(	O
equivalente	O
a	O
50	O
0	O
mg	O
de	O
dipirona	O
)	O
525,60	O
mg	O
cloridrato	B-INGREDIENT
de	I-INGREDIENT
prometazina	I-INGREDIENT
(	O
equivalente	O
a	O
4,432	O
mg	O
de	O
prometazina	O
)	O
5	O
,	O
0	O
mg	O
cloridrato	B-INGREDIENT
de	I-INGREDIENT
adifenina	I-INGREDIENT
(	O
equivalente	O
a	O
8,952	O
mg	O
de	O
adifenina	O
)	O
10,0	O
mg	O


-DOCSTART- -X- O O
doralgina	B-DRUG
cada	O
drágea	O
contém	O
:	O
dipirona	B-INGREDIENT
300	O
mg	O
mucato	B-INGREDIENT
de	I-INGREDIENT
isometepteno	I-INGREDIENT
30	O
mg	O
cafeína	B-INGREDIENT
30	O
mg	O


-DOCSTART- -X- O O
MAXALGINA	B-DRUG
Este	O
medicamento	O
é	O
indicado	O
como	O
analgésico	B-ACTION
(	O
para	O
dor	B-USE
)	O
e	O
antitérmico	B-ACTION
(	O
para	O
febre	B-USE
)	O


-DOCSTART- -X- O O
MAXALGINA	B-DRUG
é	O
um	O
medicamento	O
á	O
base	O
de	O
dipirona	B-INGREDIENT
,	O
utilizado	O
no	O
tratamento	O
da	O
dor	B-USE
e	O
febre	B-USE
.	O
Tempo	O
médio	O
de	O
início	O
de	O
ação	O
:	O
30	O
a	O
60	O
minutos	O
após	O
a	O
administração	O
e	O
geralmente	O
duram	O
aproximadamente	O
4	O
horas	O
.	O


-DOCSTART- -X- O O
Apracaur	B-DRUG
Cada	O
comprimido	O
revestido	O
contém	O
maleato	B-INGREDIENT
de	I-INGREDIENT
clorfeniramina	I-INGREDIENT
1	O
mg	O
ácido	B-INGREDIENT
ascórbico	I-INGREDIENT
50	O
mg	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
100	O
mg	O


-DOCSTART- -X- O O
Benegrip	B-DRUG
é	O
indicado	O
para	O
alívio	O
dos	O
sintomas	O
decorrentes	O
das	O
gripes	B-USE
e	O
resfriados	B-USE
,	O
como	O
dores	B-USE
de	I-USE
cabeça	I-USE
,	O
febre	B-USE
e	O
processos	B-USE
alérgicos	I-USE
.	O
É	O
formado	O
por	O
uma	O
associação	O
dos	O
seguintes	O
componentes	O
:	O
dipirona	B-INGREDIENT
(	O
analgésico	B-ACTION
e	O
antipirético	B-ACTION
)	O
,	O
maleato	B-INGREDIENT
de	I-INGREDIENT
clorfeniramina	I-INGREDIENT
(	O
antialérgico	B-ACTION
)	O
e	O
cafeína	B-INGREDIENT
(	O
estimulante	B-ACTION
)	O


-DOCSTART- -X- O O
Benegrip	B-DRUG
atua	O
elevando	O
a	O
tolerância	O
à	O
dor	B-USE
e	O
à	O
febre	B-USE
.	O
Desempenha	O
atividade	O
antialérgica	B-ACTION
nos	O
processos	O
gripais	O
,	O
descongestionando	O
o	O
nariz	O
e	O
reduzindo	O
a	O
coriza	O
.	O
Estimula	O
o	O
Sistema	O
Nervoso	O
Central	O
,	O
suavemente	O
,	O
conferindo	O
sensação	O
de	O
bem-estar	O
.	O
O	O
tempo	O
de	O
início	O
de	O
ação	O
deste	O
medicamento	O
é	O
de	O
30	O
a	O
60	O
minutos	O
após	O
sua	O
ingestão	O
.	O


-DOCSTART- -X- O O
Apracur	B-DRUG
é	O
destinado	O
ao	O
tratamento	O
dos	O
sintomas	O
da	O
gripe	B-USE
,	O
resfriado	B-USE
,	O
dores	B-USE
de	I-USE
cabeça	I-USE
,	O
febre	B-USE
,	O
neuralgias	O
,	O
mialgias	O
e	O
dores	O
reumáticas	O
e	O
distúrbios	O
do	O
estado	O
geral	O
decorrentes	O
de	O
alterações	O
climáticas	O
e	O
de	O
abuso	O
de	O
álcool	O
ou	O
nicotina	O
.	O
Condições	O
que	O
se	O
beneficiem	O
com	O
uso	O
de	O
analgésicos	B-ACTION
,	O
antipiréticos	B-ACTION
,	O
como	O
afecções	O
catarrais	O
das	O
vias	O
aéreas	O
superiores	O
.	O


-DOCSTART- -X- O O
lisador	B-DRUG
é	O
indicado	O
para	O
o	O
tratamento	O
de	O
manifestações	O
dolorosas	B-USE
em	O
geral	O
;	O
como	O
antipirético	B-ACTION
(	O
estados	O
febris	B-USE
)	O
;	O
nas	O
dores	O
em	O
geral	O
como	O
cólicas	B-USE
do	O
trato	O
gastrintestinal	O
,	O
cólicas	O
nos	O
rins	O
e	O
fígado	O
;	O
dores	B-USE
de	I-USE
cabeça	I-USE
,	O
dores	O
musculares	O
,	O
articulares	O
e	O
pós-operatórias	O
.	O


-DOCSTART- -X- O O
lisador	B-DRUG
é	O
uma	O
associação	O
de	O
três	O
substâncias	O
:	O
dipirona	B-INGREDIENT
,	O
cloridrato	B-INGREDIENT
de	I-INGREDIENT
prometazina	I-INGREDIENT
e	O
cloridrato	B-INGREDIENT
de	I-INGREDIENT
adifenina	I-INGREDIENT
.	O
atua	O
reduzindo	O
a	O
dor	B-USE
,	O
cólicas	B-USE
(	O
ação	O
relaxante	B-ACTION
)	O
e	O
febre	B-USE
.	O
sua	O
ação	O
tem	O
início	O
a	O
partir	O
de	O
20	O
a	O
30	O
minutos	O
e	O
seu	O
efeito	O
analgésico	B-ACTION
perdura	O
de	O
4	O
a	O
6	O
horas	O
após	O
a	O
administração	O
.	O
esta	O
associação	O
de	O
drogas	O
permite	O
uma	O
potencialização	O
dos	O
efeitos	O
,	O
observando-se	O
uma	O
rápida	O
resposta	O
terapêutica	O
.	O


-DOCSTART- -X- O O
Doralgina	B-DRUG
funciona	O
pela	O
ação	O
da	O
dipirona	B-INGREDIENT
,	O
do	O
isometepteno	B-INGREDIENT
e	O
da	O
cafeína	B-INGREDIENT
.	O
A	O
dipirona	B-INGREDIENT
atua	O
na	O
redução	O
da	O
sensibilidade	O
para	O
a	O
dor	B-USE
.	O
O	O
isometepteno	B-INGREDIENT
atua	O
tanto	O
na	O
redução	O
da	O
dilatação	O
dos	O
vasos	O
sanguíneos	O
cerebrais	O
(	O
diminui	O
o	O
calibre	O
dos	O
vasos	O
sanguíneos	O
da	O
cabeça	O
)	O
contribuindo	O
para	O
a	O
redução	O
da	O
dor	O
,	O
quanto	O
na	O
potencialização	O
do	O
efeito	O
analgésico	B-ACTION
e	O
antiespasmódico	B-ACTION
.	O
A	O
cafeína	B-INGREDIENT
é	O
um	O
estimulante	B-ACTION
do	O
Sistema	O
Nervoso	O
Central	O
(	O
atua	O
na	O
cabeça	O
)	O
e	O
apresenta	O
uma	O
ação	O
vasoconstritora	O
(	O
diminui	O
o	O
calibre	O
dos	O
vasos	O
sanguíneos	O
)	O
sobre	O
as	O
artérias	O
cranianas	O
(	O
artérias	O
na	O
cabeça	O
)	O
,	O
sendo	O
útil	O
no	O
tratamento	O
das	O
dores	B-USE
de	I-USE
cabeça	I-USE
,	O
especialmente	O
das	O
enxaquecas	O
.	O
O	O
seu	O
início	O
de	O
ação	O
ocorre	O
entre	O
15	O
a	O
30	O
minutos	O
após	O
sua	O
administração	O
oral	O
e	O
permanece	O
por	O
4	O
a	O
6	O
horas	O
-DOCSTART- -X- O O
MAXALGINA	B-DRUG
Cada	O
mL	O
da	O
solução	O
contém	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
500	O
mg	O


-DOCSTART- -X- O O
Benegrip	B-DRUG
Cada	O
comprimido	O
revestido	O
amarelo	O
contém	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
250	O
mg	O
maleato	B-INGREDIENT
de	I-INGREDIENT
clorfeniramina	I-INGREDIENT
2	O
mg	O


-DOCSTART- -X- O O
Benegrip	B-DRUG
Cada	O
comprimido	O
revestido	O
verde	O
contém	O
dipirona	B-INGREDIENT
monoidratada	I-INGREDIENT
250	O
mg	O
cafeína	B-INGREDIENT
30	O
mg	O


-DOCSTART- -X- O O
Apracur	B-DRUG
possui	O
propriedades	O
analgésicas	B-ACTION
(	O
para	O
dor	B-USE
)	O
,	O
antipiréticas	B-ACTION
(	O
para	O
febre	B-USE
)	O
e	O
antialérgicas	B-ACTION
.	O
Os	O
sinais	O
de	O
melhora	O
nos	O
sintomas	O
podem	O
variar	O
em	O
alguns	O
dias	O
,	O
após	O
o	O
início	O
do	O
tratamento	O
.	O
-DOCSTART- -X- O O
doralgina	B-DRUG
é	O
um	O
medicamento	O
com	O
atividade	O
analgésica	B-ACTION
(	O
diminui	O
a	O
dor	B-USE
)	O
e	O
antiespasmódica	B-ACTION
(	O
diminui	O
contração	O
involuntária	O
)	O
indicado	O
para	O
o	O
tratamento	O
de	O
diversos	O
tipos	O
de	O
dor	B-USE
de	I-USE
cabeça	I-USE
,	O
incluindo	O
enxaquecas	O
ou	O
para	O
o	O
tratamento	O
de	O
cólicas	B-USE
.	O

